Timestamp,DayOfWeek,Category,Sales(USD),UnitsSold,ActivePromotion,TotalSales(USD),TotalUnitsSold,AverageSellingPrice(ASP)
2024-05-28,Tuesday,TVs,104777.67,140,None,371685.04000000004,685,542.61
2024-05-29,Wednesday,AirSolutions,25512.99,57,None,295938.88,566,522.86
2024-05-29,Wednesday,Audio,15007.79,125,None,295938.88,566,522.86
2024-05-29,Wednesday,HomeAppliances,80846.03,147,None,295938.88,566,522.86
2024-05-29,Wednesday,IT,41933.62,49,None,295938.88,566,522.86
2024-05-29,Wednesday,Mobile,53446.04,82,None,295938.88,566,522.86
2024-05-29,Wednesday,TVs,79192.41,106,None,295938.88,566,522.86
2024-05-30,Thursday,AirSolutions,32004.72,71,None,373371.6,720,518.57
2024-05-30,Thursday,Audio,20919.52,174,None,373371.6,720,518.57
2024-05-30,Thursday,HomeAppliances,83225.7,151,None,373371.6,720,518.57
2024-05-30,Thursday,IT,56584.61,67,None,373371.6,720,518.57
2024-05-30,Thursday,Mobile,78036.49,120,None,373371.6,720,518.57
2024-05-30,Thursday,TVs,102600.56,137,None,373371.6,720,518.57
2024-05-31,Friday,AirSolutions,29918.13,66,None,363001.32999999996,674,538.58
2024-05-31,Friday,Audio,15358.23,128,None,363001.32999999996,674,538.58
2024-05-31,Friday,HomeAppliances,98825.26,180,None,363001.32999999996,674,538.58
2024-05-31,Friday,IT,47718.67,56,None,363001.32999999996,674,538.58
2024-05-31,Friday,Mobile,75958.61,117,None,363001.32999999996,674,538.58
2024-05-31,Friday,TVs,95222.43,127,None,363001.32999999996,674,538.58
2024-06-01,Saturday,AirSolutions,31344.65,70,None,336180.0,647,519.6
2024-06-01,Saturday,Audio,17669.35,147,None,336180.0,647,519.6
2024-06-01,Saturday,HomeAppliances,88218.71,160,None,336180.0,647,519.6
2024-06-01,Saturday,IT,52575.1,62,None,336180.0,647,519.6
2024-06-01,Saturday,Mobile,66536.02,102,None,336180.0,647,519.6
2024-06-01,Saturday,TVs,79836.17,106,None,336180.0,647,519.6
2024-06-02,Sunday,AirSolutions,26039.29,58,None,380994.06,706,539.65
2024-06-02,Sunday,Audio,16843.15,140,None,380994.06,706,539.65
2024-06-02,Sunday,HomeAppliances,104053.66,189,None,380994.06,706,539.65
2024-06-02,Sunday,IT,52949.3,62,None,380994.06,706,539.65
2024-06-02,Sunday,Mobile,77328.08,119,None,380994.06,706,539.65
2024-06-02,Sunday,TVs,103780.58,138,None,380994.06,706,539.65
2024-06-03,Monday,AirSolutions,22294.07,50,None,285100.88999999996,522,546.17
2024-06-03,Monday,Audio,11583.99,97,None,285100.88999999996,522,546.17
2024-06-03,Monday,HomeAppliances,70948.65,129,None,285100.88999999996,522,546.17
2024-06-03,Monday,IT,41646.98,49,None,285100.88999999996,522,546.17
2024-06-03,Monday,Mobile,61881.18,95,None,285100.88999999996,522,546.17
2024-06-03,Monday,TVs,76746.02,102,None,285100.88999999996,522,546.17
2024-06-04,Tuesday,AirSolutions,22572.81,50,None,320054.28,589,543.39
2024-06-04,Tuesday,Audio,13576.31,113,None,320054.28,589,543.39
2024-06-04,Tuesday,HomeAppliances,87879.24,160,None,320054.28,589,543.39
2024-06-04,Tuesday,IT,48220.96,57,None,320054.28,589,543.39
2024-06-04,Tuesday,Mobile,58134.61,89,None,320054.28,589,543.39
2024-06-04,Tuesday,TVs,89670.35,120,None,320054.28,589,543.39
2024-06-05,Wednesday,AirSolutions,27964.76,62,None,364615.89999999997,688,529.96
2024-06-05,Wednesday,Audio,17767.79,148,None,364615.89999999997,688,529.96
2024-06-05,Wednesday,HomeAppliances,97470.48,177,None,364615.89999999997,688,529.96
2024-06-05,Wednesday,IT,54537.12,64,None,364615.89999999997,688,529.96
2024-06-05,Wednesday,Mobile,70581.78,109,None,364615.89999999997,688,529.96
2024-06-05,Wednesday,TVs,96293.97,128,None,364615.89999999997,688,529.96
2024-06-06,Thursday,AirSolutions,33160.28,74,None,370609.26000000007,680,545.01
2024-06-06,Thursday,Audio,14936.42,124,None,370609.26000000007,680,545.01
2024-06-06,Thursday,HomeAppliances,92504.56,168,None,370609.26000000007,680,545.01
2024-06-06,Thursday,IT,52709.9,62,None,370609.26000000007,680,545.01
2024-06-06,Thursday,Mobile,77378.53,119,None,370609.26000000007,680,545.01
2024-06-06,Thursday,TVs,99919.57,133,None,370609.26000000007,680,545.01
2024-06-07,Friday,AirSolutions,31738.8,71,None,405420.68,754,537.69
2024-06-07,Friday,Audio,18117.09,151,None,405420.68,754,537.69
2024-06-07,Friday,HomeAppliances,106156.91,193,None,405420.68,754,537.69
2024-06-07,Friday,IT,65761.67,77,None,405420.68,754,537.69
2024-06-07,Friday,Mobile,82331.1,127,None,405420.68,754,537.69
2024-06-07,Friday,TVs,101315.11,135,None,405420.68,754,537.69
2024-06-08,Saturday,AirSolutions,28977.55,64,None,372337.89999999997,694,536.51
2024-06-08,Saturday,Audio,16775.35,140,None,372337.89999999997,694,536.51
2024-06-08,Saturday,HomeAppliances,91716.81,167,None,372337.89999999997,694,536.51
2024-06-08,Saturday,IT,48951.99,58,None,372337.89999999997,694,536.51
2024-06-08,Saturday,Mobile,85867.74,132,None,372337.89999999997,694,536.51
2024-06-08,Saturday,TVs,100048.46,133,None,372337.89999999997,694,536.51
2024-06-09,Sunday,AirSolutions,35879.97,80,None,413631.22,780,530.3
2024-06-09,Sunday,Audio,19195.15,160,None,413631.22,780,530.3
2024-06-09,Sunday,HomeAppliances,112031.69,204,None,413631.22,780,530.3
2024-06-09,Sunday,IT,59301.48,70,None,413631.22,780,530.3
2024-06-09,Sunday,Mobile,82832.58,127,None,413631.22,780,530.3
2024-06-09,Sunday,TVs,104390.35,139,None,413631.22,780,530.3
2024-06-10,Monday,AirSolutions,23514.3,52,None,291237.07,543,536.35
2024-06-10,Monday,Audio,13005.78,108,None,291237.07,543,536.35
2024-06-10,Monday,HomeAppliances,74880.81,136,None,291237.07,543,536.35
2024-06-10,Monday,IT,35567.58,42,None,291237.07,543,536.35
2024-06-10,Monday,Mobile,61261.34,94,None,291237.07,543,536.35
2024-06-10,Monday,TVs,83007.26,111,None,291237.07,543,536.35
2024-06-11,Tuesday,AirSolutions,19939.49,44,None,253714.62,486,522.05
2024-06-11,Tuesday,Audio,12340.68,103,None,253714.62,486,522.05
2024-06-11,Tuesday,HomeAppliances,79838.02,145,None,253714.62,486,522.05
2024-06-11,Tuesday,IT,32014.83,38,None,253714.62,486,522.05
2024-06-11,Tuesday,Mobile,50081.72,77,None,253714.62,486,522.05
2024-06-11,Tuesday,TVs,59499.88,79,None,253714.62,486,522.05
2024-06-12,Wednesday,AirSolutions,29053.24,65,None,367794.42,680,540.87
2024-06-12,Wednesday,Audio,14979.83,125,None,367794.42,680,540.87
2024-06-12,Wednesday,HomeAppliances,105851.6,192,None,367794.42,680,540.87
2024-06-12,Wednesday,IT,48918.48,58,None,367794.42,680,540.87
2024-06-12,Wednesday,Mobile,74306.67,114,None,367794.42,680,540.87
2024-06-12,Wednesday,TVs,94684.6,126,None,367794.42,680,540.87
2024-06-13,Thursday,AirSolutions,30434.32,68,None,350719.57,643,545.44
2024-06-13,Thursday,Audio,14279.96,119,None,350719.57,643,545.44
2024-06-13,Thursday,HomeAppliances,81465.48,148,None,350719.57,643,545.44
2024-06-13,Thursday,IT,52796.9,62,None,350719.57,643,545.44
2024-06-13,Thursday,Mobile,82233.29,127,None,350719.57,643,545.44
2024-06-13,Thursday,TVs,89509.62,119,None,350719.57,643,545.44
2024-06-14,Friday,AirSolutions,31317.88,70,None,390567.76,719,543.21
2024-06-14,Friday,Audio,15964.43,133,None,390567.76,719,543.21
2024-06-14,Friday,HomeAppliances,105646.63,192,None,390567.76,719,543.21
2024-06-14,Friday,IT,55444.71,65,None,390567.76,719,543.21
2024-06-14,Friday,Mobile,82140.64,126,None,390567.76,719,543.21
2024-06-14,Friday,TVs,100053.47,133,None,390567.76,719,543.21
2024-06-15,Saturday,AirSolutions,28768.91,64,None,427402.57,783,545.85
2024-06-15,Saturday,Audio,17430.0,145,None,427402.57,783,545.85
2024-06-15,Saturday,HomeAppliances,114205.67,208,None,427402.57,783,545.85
2024-06-15,Saturday,IT,59155.27,70,None,427402.57,783,545.85
2024-06-15,Saturday,Mobile,92270.37,142,None,427402.57,783,545.85
2024-06-15,Saturday,TVs,115572.35,154,None,427402.57,783,545.85
2024-06-16,Sunday,AirSolutions,28394.23,63,None,356645.7,657,542.84
2024-06-16,Sunday,Audio,14428.62,120,None,356645.7,657,542.84
2024-06-16,Sunday,HomeAppliances,97502.38,177,None,356645.7,657,542.84
2024-06-16,Sunday,IT,49701.95,58,None,356645.7,657,542.84
2024-06-16,Sunday,Mobile,81860.39,126,None,356645.7,657,542.84
2024-06-16,Sunday,TVs,84758.13,113,None,356645.7,657,542.84
2024-06-17,Monday,AirSolutions,23323.8,52,None,286450.81999999995,529,541.49
2024-06-17,Monday,Audio,12194.74,102,None,286450.81999999995,529,541.49
2024-06-17,Monday,HomeAppliances,76939.78,140,None,286450.81999999995,529,541.49
2024-06-17,Monday,IT,47337.69,56,None,286450.81999999995,529,541.49
2024-06-17,Monday,Mobile,52820.42,81,None,286450.81999999995,529,541.49
2024-06-17,Monday,TVs,73834.39,98,None,286450.81999999995,529,541.49
2024-06-18,Tuesday,AirSolutions,23511.05,52,None,333588.19,623,535.45
2024-06-18,Tuesday,Audio,15579.88,130,None,333588.19,623,535.45
2024-06-18,Tuesday,HomeAppliances,83988.61,153,None,333588.19,623,535.45
2024-06-18,Tuesday,IT,47922.96,56,None,333588.19,623,535.45
2024-06-18,Tuesday,Mobile,71921.97,111,None,333588.19,623,535.45
2024-06-18,Tuesday,TVs,90663.72,121,None,333588.19,623,535.45
2024-06-19,Wednesday,AirSolutions,19365.45,43,None,288451.61000000004,532,542.2
2024-06-19,Wednesday,Audio,12332.89,103,None,288451.61000000004,532,542.2
2024-06-19,Wednesday,HomeAppliances,78569.83,143,None,288451.61000000004,532,542.2
2024-06-19,Wednesday,IT,43700.83,51,None,288451.61000000004,532,542.2
2024-06-19,Wednesday,Mobile,63194.83,97,None,288451.61000000004,532,542.2
2024-06-19,Wednesday,TVs,71287.78,95,None,288451.61000000004,532,542.2
2024-06-20,Thursday,AirSolutions,28825.47,64,None,352440.66,649,543.05
2024-06-20,Thursday,Audio,14132.96,118,None,352440.66,649,543.05
2024-06-20,Thursday,HomeAppliances,95750.01,174,None,352440.66,649,543.05
2024-06-20,Thursday,IT,53136.81,63,None,352440.66,649,543.05
2024-06-20,Thursday,Mobile,76898.63,118,None,352440.66,649,543.05
2024-06-20,Thursday,TVs,83696.78,112,None,352440.66,649,543.05
2024-06-21,Friday,AirSolutions,34719.28,77,None,459502.24999999994,862,533.07
2024-06-21,Friday,Audio,21277.91,177,None,459502.24999999994,862,533.07
2024-06-21,Friday,HomeAppliances,128697.7,234,None,459502.24999999994,862,533.07
2024-06-21,Friday,IT,62327.85,73,None,459502.24999999994,862,533.07
2024-06-21,Friday,Mobile,89988.4,138,None,459502.24999999994,862,533.07
2024-06-21,Friday,TVs,122491.11,163,None,459502.24999999994,862,533.07
2024-06-22,Saturday,AirSolutions,30389.69,68,None,401160.44000000006,756,530.64
2024-06-22,Saturday,Audio,19245.2,160,None,401160.44000000006,756,530.64
2024-06-22,Saturday,HomeAppliances,111017.6,202,None,401160.44000000006,756,530.64
2024-06-22,Saturday,IT,59823.32,70,None,401160.44000000006,756,530.64
2024-06-22,Saturday,Mobile,74287.77,114,None,401160.44000000006,756,530.64
2024-06-22,Saturday,TVs,106396.86,142,None,401160.44000000006,756,530.64
2024-06-23,Sunday,AirSolutions,24572.25,55,None,327647.22,620,528.46
2024-06-23,Sunday,Audio,16126.86,134,None,327647.22,620,528.46
2024-06-23,Sunday,HomeAppliances,88681.75,161,None,327647.22,620,528.46
2024-06-23,Sunday,IT,47169.95,55,None,327647.22,620,528.46
2024-06-23,Sunday,Mobile,64871.76,100,None,327647.22,620,528.46
2024-06-23,Sunday,TVs,86224.65,115,None,327647.22,620,528.46
2024-06-24,Monday,AirSolutions,27390.83,61,None,317551.14,590,538.22
2024-06-24,Monday,Audio,14209.81,118,None,317551.14,590,538.22
2024-06-24,Monday,HomeAppliances,79163.28,144,None,317551.14,590,538.22
2024-06-24,Monday,IT,50066.28,59,None,317551.14,590,538.22
2024-06-24,Monday,Mobile,58998.82,91,None,317551.14,590,538.22
2024-06-24,Monday,TVs,87722.12,117,None,317551.14,590,538.22
2024-06-25,Tuesday,AirSolutions,27400.11,61,None,331524.05000000005,625,530.44
2024-06-25,Tuesday,Audio,15347.96,128,None,331524.05000000005,625,530.44
2024-06-25,Tuesday,HomeAppliances,91063.49,166,None,331524.05000000005,625,530.44
2024-06-25,Tuesday,IT,49905.83,59,None,331524.05000000005,625,530.44
2024-06-25,Tuesday,Mobile,66911.25,103,None,331524.05000000005,625,530.44
2024-06-25,Tuesday,TVs,80895.41,108,None,331524.05000000005,625,530.44
2024-06-26,Wednesday,AirSolutions,22900.55,51,None,294788.97,557,529.24
2024-06-26,Wednesday,Audio,13793.97,115,None,294788.97,557,529.24
2024-06-26,Wednesday,HomeAppliances,84839.9,154,None,294788.97,557,529.24
2024-06-26,Wednesday,IT,45523.29,54,None,294788.97,557,529.24
2024-06-26,Wednesday,Mobile,59772.27,92,None,294788.97,557,529.24
2024-06-26,Wednesday,TVs,67958.99,91,None,294788.97,557,529.24
2024-06-27,Thursday,AirSolutions,33561.24,75,None,389758.35,751,518.99
2024-06-27,Thursday,Audio,20066.19,167,None,389758.35,751,518.99
2024-06-27,Thursday,HomeAppliances,101624.0,185,None,389758.35,751,518.99
2024-06-27,Thursday,IT,43363.44,51,None,389758.35,751,518.99
2024-06-27,Thursday,Mobile,88176.24,136,None,389758.35,751,518.99
2024-06-27,Thursday,TVs,102967.24,137,None,389758.35,751,518.99
2024-06-28,Friday,AirSolutions,27988.18,62,None,347854.16,684,508.56
2024-06-28,Friday,Audio,20347.61,170,None,347854.16,684,508.56
2024-06-28,Friday,HomeAppliances,92718.26,169,None,347854.16,684,508.56
2024-06-28,Friday,IT,51917.65,61,None,347854.16,684,508.56
2024-06-28,Friday,Mobile,73144.95,113,None,347854.16,684,508.56
2024-06-28,Friday,TVs,81737.51,109,None,347854.16,684,508.56
2024-06-29,Saturday,AirSolutions,27515.88,61,None,342388.08999999997,646,530.01
2024-06-29,Saturday,Audio,15659.23,130,None,342388.08999999997,646,530.01
2024-06-29,Saturday,HomeAppliances,101125.92,184,None,342388.08999999997,646,530.01
2024-06-29,Saturday,IT,48948.4,58,None,342388.08999999997,646,530.01
2024-06-29,Saturday,Mobile,69293.34,107,None,342388.08999999997,646,530.01
2024-06-29,Saturday,TVs,79845.32,106,None,342388.08999999997,646,530.01
2024-06-30,Sunday,AirSolutions,23220.65,52,None,285532.29,528,540.78
2024-06-30,Sunday,Audio,11602.98,97,None,285532.29,528,540.78
2024-06-30,Sunday,HomeAppliances,79243.37,144,None,285532.29,528,540.78
2024-06-30,Sunday,IT,39212.74,46,None,285532.29,528,540.78
2024-06-30,Sunday,Mobile,61738.95,95,None,285532.29,528,540.78
2024-06-30,Sunday,TVs,70513.6,94,None,285532.29,528,540.78
2024-07-01,Monday,AirSolutions,17196.36,38,None,257597.99000000002,477,540.04
2024-07-01,Monday,Audio,11300.1,94,None,257597.99000000002,477,540.04
2024-07-01,Monday,HomeAppliances,67943.53,124,None,257597.99000000002,477,540.04
2024-07-01,Monday,IT,39719.81,47,None,257597.99000000002,477,540.04
2024-07-01,Monday,Mobile,54941.82,85,None,257597.99000000002,477,540.04
2024-07-01,Monday,TVs,66496.37,89,None,257597.99000000002,477,540.04
2024-07-02,Tuesday,AirSolutions,28310.76,63,None,402339.7700000001,739,544.44
2024-07-02,Tuesday,Audio,16508.27,138,None,402339.7700000001,739,544.44
2024-07-02,Tuesday,HomeAppliances,107615.74,196,None,402339.7700000001,739,544.44
2024-07-02,Tuesday,IT,59987.02,71,None,402339.7700000001,739,544.44
2024-07-02,Tuesday,Mobile,87720.58,135,None,402339.7700000001,739,544.44
2024-07-02,Tuesday,TVs,102197.4,136,None,402339.7700000001,739,544.44
2024-07-03,Wednesday,AirSolutions,22923.98,51,None,360603.70999999996,657,548.86
2024-07-03,Wednesday,Audio,14218.73,118,None,360603.70999999996,657,548.86
2024-07-03,Wednesday,HomeAppliances,99160.35,180,None,360603.70999999996,657,548.86
2024-07-03,Wednesday,IT,56868.96,67,None,360603.70999999996,657,548.86
2024-07-03,Wednesday,Mobile,85895.8,132,None,360603.70999999996,657,548.86
2024-07-03,Wednesday,TVs,81535.89,109,None,360603.70999999996,657,548.86
2024-07-04,Thursday,AirSolutions,25642.96,57,None,371774.53,691,538.02
2024-07-04,Thursday,Audio,15666.87,131,None,371774.53,691,538.02
2024-07-04,Thursday,HomeAppliances,113637.93,207,None,371774.53,691,538.02
2024-07-04,Thursday,IT,55429.44,65,None,371774.53,691,538.02
2024-07-04,Thursday,Mobile,76872.48,118,None,371774.53,691,538.02
2024-07-04,Thursday,TVs,84524.85,113,None,371774.53,691,538.02
2024-07-05,Friday,AirSolutions,25988.16,58,None,417980.97,772,541.43
2024-07-05,Friday,Audio,17857.72,149,None,417980.97,772,541.43
2024-07-05,Friday,HomeAppliances,120170.0,218,None,417980.97,772,541.43
2024-07-05,Friday,IT,65424.12,77,None,417980.97,772,541.43
2024-07-05,Friday,Mobile,87439.97,135,None,417980.97,772,541.43
2024-07-05,Friday,TVs,101101.0,135,None,417980.97,772,541.43
2024-07-06,Saturday,AirSolutions,25794.0,57,None,350690.26999999996,648,541.19
2024-07-06,Saturday,Audio,14746.97,123,None,350690.26999999996,648,541.19
2024-07-06,Saturday,HomeAppliances,98368.78,179,None,350690.26999999996,648,541.19
2024-07-06,Saturday,IT,55735.62,66,None,350690.26999999996,648,541.19
2024-07-06,Saturday,Mobile,71248.78,110,None,350690.26999999996,648,541.19
2024-07-06,Saturday,TVs,84796.12,113,None,350690.26999999996,648,541.19
2024-07-07,Sunday,AirSolutions,24499.31,54,None,348642.62,634,549.91
2024-07-07,Sunday,Audio,14117.55,118,None,348642.62,634,549.91
2024-07-07,Sunday,HomeAppliances,90858.54,165,None,348642.62,634,549.91
2024-07-07,Sunday,IT,53911.69,63,None,348642.62,634,549.91
2024-07-07,Sunday,Mobile,69864.95,107,None,348642.62,634,549.91
2024-07-07,Sunday,TVs,95390.58,127,None,348642.62,634,549.91
2024-07-08,Monday,AirSolutions,34804.76,77,SummerDeals,447765.05,812,551.43
2024-07-08,Monday,Audio,16766.73,140,SummerDeals,447765.05,812,551.43
2024-07-08,Monday,HomeAppliances,123482.75,225,SummerDeals,447765.05,812,551.43
2024-07-08,Monday,IT,68696.24,81,SummerDeals,447765.05,812,551.43
2024-07-08,Monday,Mobile,83148.48,128,SummerDeals,447765.05,812,551.43
2024-07-08,Monday,TVs,120866.09,161,SummerDeals,447765.05,812,551.43
2024-07-09,Tuesday,AirSolutions,32392.41,72,SummerDeals,435840.17000000004,818,532.81
2024-07-09,Tuesday,Audio,20937.59,174,SummerDeals,435840.17000000004,818,532.81
2024-07-09,Tuesday,HomeAppliances,113162.12,206,SummerDeals,435840.17000000004,818,532.81
2024-07-09,Tuesday,IT,67250.51,79,SummerDeals,435840.17000000004,818,532.81
2024-07-09,Tuesday,Mobile,83772.72,129,SummerDeals,435840.17000000004,818,532.81
2024-07-09,Tuesday,TVs,118324.82,158,SummerDeals,435840.17000000004,818,532.81
2024-07-10,Wednesday,AirSolutions,37596.65,84,SummerDeals,403150.01000000007,756,533.27
2024-07-10,Wednesday,Audio,17261.31,144,SummerDeals,403150.01000000007,756,533.27
2024-07-10,Wednesday,HomeAppliances,117436.7,214,SummerDeals,403150.01000000007,756,533.27
2024-07-10,Wednesday,IT,59924.27,70,SummerDeals,403150.01000000007,756,533.27
2024-07-10,Wednesday,Mobile,77114.51,119,SummerDeals,403150.01000000007,756,533.27
2024-07-10,Wednesday,TVs,93816.57,125,SummerDeals,403150.01000000007,756,533.27
2024-07-11,Thursday,AirSolutions,36390.24,81,SummerDeals,450569.73,830,542.86
2024-07-11,Thursday,Audio,18826.62,157,SummerDeals,450569.73,830,542.86
2024-07-11,Thursday,HomeAppliances,117303.66,213,SummerDeals,450569.73,830,542.86
2024-07-11,Thursday,IT,72438.85,85,SummerDeals,450569.73,830,542.86
2024-07-11,Thursday,Mobile,95329.31,147,SummerDeals,450569.73,830,542.86
2024-07-11,Thursday,TVs,110281.05,147,SummerDeals,450569.73,830,542.86
2024-07-12,Friday,AirSolutions,43332.9,96,SummerDeals,562773.06,1020,551.74
2024-07-12,Friday,Audio,21534.11,179,SummerDeals,562773.06,1020,551.74
2024-07-12,Friday,HomeAppliances,151523.53,275,SummerDeals,562773.06,1020,551.74
2024-07-12,Friday,IT,86796.09,102,SummerDeals,562773.06,1020,551.74
2024-07-12,Friday,Mobile,105782.92,163,SummerDeals,562773.06,1020,551.74
2024-07-12,Friday,TVs,153803.51,205,SummerDeals,562773.06,1020,551.74
2024-07-13,Saturday,AirSolutions,40246.03,89,SummerDeals,474381.95000000007,883,537.24
2024-07-13,Saturday,Audio,20623.47,172,SummerDeals,474381.95000000007,883,537.24
2024-07-13,Saturday,HomeAppliances,132094.92,240,SummerDeals,474381.95000000007,883,537.24
2024-07-13,Saturday,IT,72253.65,85,SummerDeals,474381.95000000007,883,537.24
2024-07-13,Saturday,Mobile,86445.66,133,SummerDeals,474381.95000000007,883,537.24
2024-07-13,Saturday,TVs,122718.22,164,SummerDeals,474381.95000000007,883,537.24
2024-07-14,Sunday,AirSolutions,45288.45,101,SummerDeals,462114.51,858,538.6
2024-07-14,Sunday,Audio,18538.32,154,SummerDeals,462114.51,858,538.6
2024-07-14,Sunday,HomeAppliances,130248.86,237,SummerDeals,462114.51,858,538.6
2024-07-14,Sunday,IT,65807.27,77,SummerDeals,462114.51,858,538.6
2024-07-14,Sunday,Mobile,92335.22,142,SummerDeals,462114.51,858,538.6
2024-07-14,Sunday,TVs,109896.39,147,SummerDeals,462114.51,858,538.6
2024-07-15,Monday,AirSolutions,23992.29,53,SummerDeals,285754.13999999996,531,538.14
2024-07-15,Monday,Audio,11712.8,98,SummerDeals,285754.13999999996,531,538.14
2024-07-15,Monday,HomeAppliances,84275.75,153,SummerDeals,285754.13999999996,531,538.14
2024-07-15,Monday,IT,43015.36,51,SummerDeals,285754.13999999996,531,538.14
2024-07-15,Monday,Mobile,59077.81,91,SummerDeals,285754.13999999996,531,538.14
2024-07-15,Monday,TVs,63680.13,85,SummerDeals,285754.13999999996,531,538.14
2024-07-16,Tuesday,AirSolutions,29087.88,65,SummerDeals,373629.25999999995,703,531.48
2024-07-16,Tuesday,Audio,16924.05,141,SummerDeals,373629.25999999995,703,531.48
2024-07-16,Tuesday,HomeAppliances,112841.04,205,SummerDeals,373629.25999999995,703,531.48
2024-07-16,Tuesday,IT,50946.04,60,SummerDeals,373629.25999999995,703,531.48
2024-07-16,Tuesday,Mobile,68487.3,105,SummerDeals,373629.25999999995,703,531.48
2024-07-16,Tuesday,TVs,95342.95,127,SummerDeals,373629.25999999995,703,531.48
2024-07-17,Wednesday,AirSolutions,31990.82,71,SummerDeals,360583.74000000005,673,535.79
2024-07-17,Wednesday,Audio,16040.53,134,SummerDeals,360583.74000000005,673,535.79
2024-07-17,Wednesday,HomeAppliances,90464.48,164,SummerDeals,360583.74000000005,673,535.79
2024-07-17,Wednesday,IT,53976.15,64,SummerDeals,360583.74000000005,673,535.79
2024-07-17,Wednesday,Mobile,75204.75,116,SummerDeals,360583.74000000005,673,535.79
2024-07-17,Wednesday,TVs,92907.01,124,SummerDeals,360583.74000000005,673,535.79
2024-07-18,Thursday,AirSolutions,26696.64,59,SummerDeals,353560.96,668,529.28
2024-07-18,Thursday,Audio,17255.71,144,SummerDeals,353560.96,668,529.28
2024-07-18,Thursday,HomeAppliances,92902.06,169,SummerDeals,353560.96,668,529.28
2024-07-18,Thursday,IT,50852.05,60,SummerDeals,353560.96,668,529.28
2024-07-18,Thursday,Mobile,73267.6,113,SummerDeals,353560.96,668,529.28
2024-07-18,Thursday,TVs,92586.9,123,SummerDeals,353560.96,668,529.28
2024-07-19,Friday,AirSolutions,41629.69,93,SummerDeals,478880.27,908,527.4
2024-07-19,Friday,Audio,22558.5,188,SummerDeals,478880.27,908,527.4
2024-07-19,Friday,HomeAppliances,137119.18,249,SummerDeals,478880.27,908,527.4
2024-07-19,Friday,IT,68858.88,81,SummerDeals,478880.27,908,527.4
2024-07-19,Friday,Mobile,95842.69,147,SummerDeals,478880.27,908,527.4
2024-07-19,Friday,TVs,112871.33,150,SummerDeals,478880.27,908,527.4
2024-07-20,Saturday,AirSolutions,43847.64,97,SummerDeals,516275.56000000006,949,544.02
2024-07-20,Saturday,Audio,20962.34,175,SummerDeals,516275.56000000006,949,544.02
2024-07-20,Saturday,HomeAppliances,140584.07,256,SummerDeals,516275.56000000006,949,544.02
2024-07-20,Saturday,IT,74821.77,88,SummerDeals,516275.56000000006,949,544.02
2024-07-20,Saturday,Mobile,89779.96,138,SummerDeals,516275.56000000006,949,544.02
2024-07-20,Saturday,TVs,146279.78,195,SummerDeals,516275.56000000006,949,544.02
2024-07-21,Sunday,AirSolutions,34657.68,77,SummerDeals,400728.02999999997,745,537.89
2024-07-21,Sunday,Audio,16599.54,138,SummerDeals,400728.02999999997,745,537.89
2024-07-21,Sunday,HomeAppliances,118772.15,216,SummerDeals,400728.02999999997,745,537.89
2024-07-21,Sunday,IT,59783.32,70,SummerDeals,400728.02999999997,745,537.89
2024-07-21,Sunday,Mobile,77139.27,119,SummerDeals,400728.02999999997,745,537.89
2024-07-21,Sunday,TVs,93776.07,125,SummerDeals,400728.02999999997,745,537.89
2024-07-22,Monday,AirSolutions,18268.24,41,None,295924.33999999997,546,541.99
2024-07-22,Monday,Audio,12615.97,105,None,295924.33999999997,546,541.99
2024-07-22,Monday,HomeAppliances,79529.17,145,None,295924.33999999997,546,541.99
2024-07-22,Monday,IT,47358.88,56,None,295924.33999999997,546,541.99
2024-07-22,Monday,Mobile,72751.98,112,None,295924.33999999997,546,541.99
2024-07-22,Monday,TVs,65400.1,87,None,295924.33999999997,546,541.99
2024-07-23,Tuesday,AirSolutions,20682.03,46,None,347293.22000000003,637,545.2
2024-07-23,Tuesday,Audio,14347.32,120,None,347293.22000000003,637,545.2
2024-07-23,Tuesday,HomeAppliances,101306.43,184,None,347293.22000000003,637,545.2
2024-07-23,Tuesday,IT,52902.45,62,None,347293.22000000003,637,545.2
2024-07-23,Tuesday,Mobile,68783.01,106,None,347293.22000000003,637,545.2
2024-07-23,Tuesday,TVs,89271.98,119,None,347293.22000000003,637,545.2
2024-07-24,Wednesday,AirSolutions,19363.33,43,None,274567.5,511,537.31
2024-07-24,Wednesday,Audio,11922.37,99,None,274567.5,511,537.31
2024-07-24,Wednesday,HomeAppliances,81501.34,148,None,274567.5,511,537.31
2024-07-24,Wednesday,IT,43293.88,51,None,274567.5,511,537.31
2024-07-24,Wednesday,Mobile,58001.41,89,None,274567.5,511,537.31
2024-07-24,Wednesday,TVs,60485.17,81,None,274567.5,511,537.31
2024-07-25,Thursday,AirSolutions,22557.05,50,None,307516.74,561,548.16
2024-07-25,Thursday,Audio,12573.16,105,None,307516.74,561,548.16
2024-07-25,Thursday,HomeAppliances,78467.23,143,None,307516.74,561,548.16
2024-07-25,Thursday,IT,52906.91,62,None,307516.74,561,548.16
2024-07-25,Thursday,Mobile,64901.76,100,None,307516.74,561,548.16
2024-07-25,Thursday,TVs,76110.63,101,None,307516.74,561,548.16
2024-07-26,Friday,AirSolutions,28505.1,63,None,393070.08,739,531.89
